emoji,unicode,category,has_modifiers
🤎,\U0001f90e,symbols,False
💔,\U0001f494,symbols,False
❤️‍🔥,\u2764\ufe0f\u200d\U0001f525,symbols,False
❤️‍🩹,\u2764\ufe0f\u200d\U0001fa79,symbols,False
❣️,\u2763\ufe0f,symbols,False
💕,\U0001f495,symbols,False
💞,\U0001f49e,symbols,False
💓,\U0001f493,symbols,False
💗,\U0001f497,symbols,False
💖,\U0001f496,symbols,False
💘,\U0001f498,symbols,False
💝,\U0001f49d,symbols,False
💟,\U0001f49f,symbols,False
☮️,\u262e\ufe0f,symbols,False
✝️,\u271d\ufe0f,symbols,False
☪️,\u262a\ufe0f,symbols,False
🕉️,\U0001f549\ufe0f,symbols,False
☸️,\u2638\ufe0f,symbols,False
🪯,\U0001faaf,symbols,False
✡️,\u2721\ufe0f,symbols,False
🔯,\U0001f52f,symbols,False
🕎,\U0001f54e,symbols,False
☯️,\u262f\ufe0f,symbols,False
☦️,\u2626\ufe0f,symbols,False
🛐,\U0001f6d0,symbols,False
⛎,\u26ce,symbols,False
♈,\u2648,symbols,False
♉,\u2649,symbols,False
♊,\u264a,symbols,False
♋,\u264b,symbols,False
♌,\u264c,symbols,False
♍,\u264d,symbols,False
♎,\u264e,symbols,False
♏,\u264f,symbols,False
♐,\u2650,symbols,False
♑,\u2651,symbols,False
♒,\u2652,symbols,False
♓,\u2653,symbols,False
🆔,\U0001f194,symbols,False
⚛️,\u269b\ufe0f,symbols,False
🉑,\U0001f251,symbols,False
☢️,\u2622\ufe0f,symbols,False
☣️,\u2623\ufe0f,symbols,False
📴,\U0001f4f4,symbols,False
📳,\U0001f4f3,symbols,False
🈶,\U0001f236,symbols,False
🈚,\U0001f21a,symbols,False
🈸,\U0001f238,symbols,False
🈺,\U0001f23a,symbols,False
🈷️,\U0001f237\ufe0f,symbols,False
✴️,\u2734\ufe0f,symbols,False
🆚,\U0001f19a,symbols,False
💮,\U0001f4ae,symbols,False
🉐,\U0001f250,symbols,False
㊙️,\u3299\ufe0f,symbols,False
㊗️,\u3297\ufe0f,symbols,False
🈴,\U0001f234,symbols,False
🈵,\U0001f235,symbols,False
🈹,\U0001f239,symbols,False
🈲,\U0001f232,symbols,False
🅰️,\U0001f170\ufe0f,symbols,False
🅱️,\U0001f171\ufe0f,symbols,False
🆎,\U0001f18e,symbols,False
🆑,\U0001f191,symbols,False
🅾️,\U0001f17e\ufe0f,symbols,False
🆘,\U0001f198,symbols,False
❌,\u274c,symbols,False
⭕,\u2b55,symbols,False
🛑,\U0001f6d1,symbols,False
⛔,\u26d4,symbols,False
📛,\U0001f4db,symbols,False
🚫,\U0001f6ab,symbols,False
💯,\U0001f4af,symbols,False
💢,\U0001f4a2,symbols,False
♨️,\u2668\ufe0f,symbols,False
🚷,\U0001f6b7,symbols,False
🚯,\U0001f6af,symbols,False
🚳,\U0001f6b3,symbols,False
🚱,\U0001f6b1,symbols,False
🔞,\U0001f51e,symbols,False
📵,\U0001f4f5,symbols,False
🚭,\U0001f6ad,symbols,False
❗,\u2757,symbols,False
❕,\u2755,symbols,False
❓,\u2753,symbols,False
❔,\u2754,symbols,False
‼️,\u203c\ufe0f,symbols,False
⁉️,\u2049\ufe0f,symbols,False
🔅,\U0001f505,symbols,False
🔆,\U0001f506,symbols,False
〽️,\u303d\ufe0f,symbols,False
⚠️,\u26a0\ufe0f,symbols,False
🚸,\U0001f6b8,symbols,False
🔱,\U0001f531,symbols,False
⚜️,\u269c\ufe0f,symbols,False
🔰,\U0001f530,symbols,False
♻️,\u267b\ufe0f,symbols,False
✅,\u2705,symbols,False
🈯,\U0001f22f,symbols,False
💹,\U0001f4b9,symbols,False
❇️,\u2747\ufe0f,symbols,False
✳️,\u2733\ufe0f,symbols,False
❎,\u274e,symbols,False
🌐,\U0001f310,symbols,False
💠,\U0001f4a0,symbols,False
Ⓜ️,\u24c2\ufe0f,symbols,False
🌀,\U0001f300,symbols,False
💤,\U0001f4a4,symbols,False
🏧,\U0001f3e7,symbols,False
🚾,\U0001f6be,symbols,False
♿,\u267f,symbols,False
🅿️,\U0001f17f\ufe0f,symbols,False
🛗,\U0001f6d7,symbols,False
🈳,\U0001f233,symbols,False
🈂️,\U0001f202\ufe0f,symbols,False
🛂,\U0001f6c2,symbols,False
🛃,\U0001f6c3,symbols,False
🛄,\U0001f6c4,symbols,False
🛅,\U0001f6c5,symbols,False
🛜,\U0001f6dc,symbols,False
🚹,\U0001f6b9,symbols,False
🚺,\U0001f6ba,symbols,False
🚼,\U0001f6bc,symbols,False
⚧️,\u26a7\ufe0f,symbols,False
🚻,\U0001f6bb,symbols,False
🚮,\U0001f6ae,symbols,False
🎦,\U0001f3a6,symbols,False
📶,\U0001f4f6,symbols,False
🈁,\U0001f201,symbols,False
🔣,\U0001f523,symbols,False
ℹ️,\u2139\ufe0f,symbols,False
🔤,\U0001f524,symbols,False
🔡,\U0001f521,symbols,False
🔠,\U0001f520,symbols,False
🆖,\U0001f196,symbols,False
🆗,\U0001f197,symbols,False
🆙,\U0001f199,symbols,False
🆒,\U0001f192,symbols,False
🆕,\U0001f195,symbols,False
🆓,\U0001f193,symbols,False
0️⃣,0\ufe0f\u20e3,symbols,False
1️⃣,1\ufe0f\u20e3,symbols,False
2️⃣,2\ufe0f\u20e3,symbols,False
3️⃣,3\ufe0f\u20e3,symbols,False
4️⃣,4\ufe0f\u20e3,symbols,False
5️⃣,5\ufe0f\u20e3,symbols,False
6️⃣,6\ufe0f\u20e3,symbols,False
7️⃣,7\ufe0f\u20e3,symbols,False
8️⃣,8\ufe0f\u20e3,symbols,False
9️⃣,9\ufe0f\u20e3,symbols,False
🔟,\U0001f51f,symbols,False
🔢,\U0001f522,symbols,False
#️⃣,#\ufe0f\u20e3,symbols,False
⏏️,\u23cf\ufe0f,symbols,False
▶️,\u25b6\ufe0f,symbols,False
⏸️,\u23f8\ufe0f,symbols,False
⏯️,\u23ef\ufe0f,symbols,False
⏹️,\u23f9\ufe0f,symbols,False
⏺️,\u23fa\ufe0f,symbols,False
⏭️,\u23ed\ufe0f,symbols,False
⏮️,\u23ee\ufe0f,symbols,False
⏩,\u23e9,symbols,False
⏪,\u23ea,symbols,False
⏫,\u23eb,symbols,False
⏬,\u23ec,symbols,False
◀️,\u25c0\ufe0f,symbols,False
🔼,\U0001f53c,symbols,False
🔽,\U0001f53d,symbols,False
➡️,\u27a1\ufe0f,symbols,False
⬅️,\u2b05\ufe0f,symbols,False
⬆️,\u2b06\ufe0f,symbols,False
⬇️,\u2b07\ufe0f,symbols,False
↗️,\u2197\ufe0f,symbols,False
↘️,\u2198\ufe0f,symbols,False
↙️,\u2199\ufe0f,symbols,False
↖️,\u2196\ufe0f,symbols,False
↕️,\u2195\ufe0f,symbols,False
↔️,\u2194\ufe0f,symbols,False
↪️,\u21aa\ufe0f,symbols,False
↩️,\u21a9\ufe0f,symbols,False
⤴️,\u2934\ufe0f,symbols,False
⤵️,\u2935\ufe0f,symbols,False
🔀,\U0001f500,symbols,False
🔁,\U0001f501,symbols,False
🔂,\U0001f502,symbols,False
🔄,\U0001f504,symbols,False
🔃,\U0001f503,symbols,False
🎵,\U0001f3b5,symbols,False
🎶,\U0001f3b6,symbols,False
➕,\u2795,symbols,False
➖,\u2796,symbols,False
➗,\u2797,symbols,False
✖️,\u2716\ufe0f,symbols,False
🟰,\U0001f7f0,symbols,False
♾️,\u267e\ufe0f,symbols,False
💲,\U0001f4b2,symbols,False
💱,\U0001f4b1,symbols,False
™️,\u2122\ufe0f,symbols,False
©️,\xa9\ufe0f,symbols,False
®️,\xae\ufe0f,symbols,False
👁️‍🗨️,\U0001f441\ufe0f\u200d\U0001f5e8\ufe0f,symbols,False
🔚,\U0001f51a,symbols,False
🔙,\U0001f519,symbols,False
🔛,\U0001f51b,symbols,False
🔝,\U0001f51d,symbols,False
🔜,\U0001f51c,symbols,False
〰️,\u3030\ufe0f,symbols,False
➰,\u27b0,symbols,False
➿,\u27bf,symbols,False
✔️,\u2714\ufe0f,symbols,False
☑️,\u2611\ufe0f,symbols,False
🔘,\U0001f518,symbols,False
🔴,\U0001f534,symbols,False
🟠,\U0001f7e0,symbols,False
🟡,\U0001f7e1,symbols,False
🟢,\U0001f7e2,symbols,False
🔵,\U0001f535,symbols,False
🟣,\U0001f7e3,symbols,False
⚫,\u26ab,symbols,False
⚪,\u26aa,symbols,False
🟤,\U0001f7e4,symbols,False
🔺,\U0001f53a,symbols,False
🔻,\U0001f53b,symbols,False
🔸,\U0001f538,symbols,False
🔹,\U0001f539,symbols,False
🔶,\U0001f536,symbols,False
🔷,\U0001f537,symbols,False
🔳,\U0001f533,symbols,False
🔲,\U0001f532,symbols,False
▪️,\u25aa\ufe0f,symbols,False
▫️,\u25ab\ufe0f,symbols,False
◾,\u25fe,symbols,False
◽,\u25fd,symbols,False
◼️,\u25fc\ufe0f,symbols,False
◻️,\u25fb\ufe0f,symbols,False
🟥,\U0001f7e5,symbols,False
🟧,\U0001f7e7,symbols,False
🟨,\U0001f7e8,symbols,False
🟩,\U0001f7e9,symbols,False
🟦,\U0001f7e6,symbols,False
🟪,\U0001f7ea,symbols,False
⬛,\u2b1b,symbols,False
⬜,\u2b1c,symbols,False
🟫,\U0001f7eb,symbols,False
🔈,\U0001f508,symbols,False
🔇,\U0001f507,symbols,False
🔉,\U0001f509,symbols,False
🔊,\U0001f50a,symbols,False
🔔,\U0001f514,symbols,False
🔕,\U0001f515,symbols,False
📣,\U0001f4e3,symbols,False
📢,\U0001f4e2,symbols,False
💬,\U0001f4ac,symbols,False
💭,\U0001f4ad,symbols,False
🗯️,\U0001f5ef\ufe0f,symbols,False
♠️,\u2660\ufe0f,symbols,False
♣️,\u2663\ufe0f,symbols,False
♥️,\u2665\ufe0f,symbols,False
♦️,\u2666\ufe0f,symbols,False
🃏,\U0001f0cf,symbols,False
🎴,\U0001f3b4,symbols,False
🀄,\U0001f004,symbols,False
🕐,\U0001f550,symbols,False
🕑,\U0001f551,symbols,False
🕒,\U0001f552,symbols,False
🕓,\U0001f553,symbols,False
🕔,\U0001f554,symbols,False
🕕,\U0001f555,symbols,False
🕖,\U0001f556,symbols,False
🕗,\U0001f557,symbols,False
🕘,\U0001f558,symbols,False
🕙,\U0001f559,symbols,False
🕚,\U0001f55a,symbols,False
🕛,\U0001f55b,symbols,False
🕜,\U0001f55c,symbols,False
🕝,\U0001f55d,symbols,False
🕞,\U0001f55e,symbols,False
🕟,\U0001f55f,symbols,False
🕠,\U0001f560,symbols,False
🕡,\U0001f561,symbols,False
🕢,\U0001f562,symbols,False
🕣,\U0001f563,symbols,False
🕤,\U0001f564,symbols,False
🕥,\U0001f565,symbols,False
🕦,\U0001f566,symbols,False
🕧,\U0001f567,symbols,False
🏳️,\U0001f3f3\ufe0f,flags,False
🏴,\U0001f3f4,flags,False
🏴‍☠️,\U0001f3f4\u200d\u2620\ufe0f,flags,False
🏁,\U0001f3c1,flags,False
🚩,\U0001f6a9,flags,False
🏳️‍🌈,\U0001f3f3\ufe0f\u200d\U0001f308,flags,False
🏳️‍⚧️,\U0001f3f3\ufe0f\u200d\u26a7\ufe0f,flags,False
🏳‍🟧‍⬛‍🟧,\U0001f3f3\u200d\U0001f7e7\u200d\u2b1b\u200d\U0001f7e7,flags,False
🇺🇳,\U0001f1fa\U0001f1f3,flags,False
🇦🇫,\U0001f1e6\U0001f1eb,flags,False
🇦🇽,\U0001f1e6\U0001f1fd,flags,False
🇦🇱,\U0001f1e6\U0001f1f1,flags,False
🇩🇿,\U0001f1e9\U0001f1ff,flags,False
🇦🇸,\U0001f1e6\U0001f1f8,flags,False
🇦🇩,\U0001f1e6\U0001f1e9,flags,False
🇦🇴,\U0001f1e6\U0001f1f4,flags,False
🇦🇮,\U0001f1e6\U0001f1ee,flags,False
🇦🇶,\U0001f1e6\U0001f1f6,flags,False
🇦🇬,\U0001f1e6\U0001f1ec,flags,False
🇦🇷,\U0001f1e6\U0001f1f7,flags,False
🇦🇲,\U0001f1e6\U0001f1f2,flags,False
🇦🇼,\U0001f1e6\U0001f1fc,flags,False
🇦🇺,\U0001f1e6\U0001f1fa,flags,False
🇦🇹,\U0001f1e6\U0001f1f9,flags,False
🇦🇿,\U0001f1e6\U0001f1ff,flags,False
🇧🇸,\U0001f1e7\U0001f1f8,flags,False
🇧🇭,\U0001f1e7\U0001f1ed,flags,False
🇧🇩,\U0001f1e7\U0001f1e9,flags,False
🇧🇧,\U0001f1e7\U0001f1e7,flags,False
🇧🇾,\U0001f1e7\U0001f1fe,flags,False
🇧🇪,\U0001f1e7\U0001f1ea,flags,False
🇧🇿,\U0001f1e7\U0001f1ff,flags,False
🇧🇯,\U0001f1e7\U0001f1ef,flags,False
🇧🇲,\U0001f1e7\U0001f1f2,flags,False
🇧🇹,\U0001f1e7\U0001f1f9,flags,False
🇧🇴,\U0001f1e7\U0001f1f4,flags,False
🇧🇦,\U0001f1e7\U0001f1e6,flags,False
🇧🇼,\U0001f1e7\U0001f1fc,flags,False
🇧🇷,\U0001f1e7\U0001f1f7,flags,False
🇻🇬,\U0001f1fb\U0001f1ec,flags,False
🇧🇳,\U0001f1e7\U0001f1f3,flags,False
🇧🇬,\U0001f1e7\U0001f1ec,flags,False
🇧🇫,\U0001f1e7\U0001f1eb,flags,False
🇧🇮,\U0001f1e7\U0001f1ee,flags,False
🇰🇭,\U0001f1f0\U0001f1ed,flags,False
🇨🇲,\U0001f1e8\U0001f1f2,flags,False
🇨🇦,\U0001f1e8\U0001f1e6,flags,False
🇮🇨,\U0001f1ee\U0001f1e8,flags,False
🇨🇻,\U0001f1e8\U0001f1fb,flags,False
🇧🇶,\U0001f1e7\U0001f1f6,flags,False
🇰🇾,\U0001f1f0\U0001f1fe,flags,False
🇨🇫,\U0001f1e8\U0001f1eb,flags,False
🇹🇩,\U0001f1f9\U0001f1e9,flags,False
🇮🇴,\U0001f1ee\U0001f1f4,flags,False
🇨🇱,\U0001f1e8\U0001f1f1,flags,False
🇨🇳,\U0001f1e8\U0001f1f3,flags,False
🇨🇽,\U0001f1e8\U0001f1fd,flags,False
🇨🇨,\U0001f1e8\U0001f1e8,flags,False
🇨🇴,\U0001f1e8\U0001f1f4,flags,False
🇰🇲,\U0001f1f0\U0001f1f2,flags,False
🇨🇬,\U0001f1e8\U0001f1ec,flags,False
🇨🇩,\U0001f1e8\U0001f1e9,flags,False
🇨🇰,\U0001f1e8\U0001f1f0,flags,False
🇨🇷,\U0001f1e8\U0001f1f7,flags,False
🇨🇮,\U0001f1e8\U0001f1ee,flags,False
🇭🇷,\U0001f1ed\U0001f1f7,flags,False
🇨🇺,\U0001f1e8\U0001f1fa,flags,False
🇨🇼,\U0001f1e8\U0001f1fc,flags,False
🇨🇾,\U0001f1e8\U0001f1fe,flags,False
🇨🇿,\U0001f1e8\U0001f1ff,flags,False
🇩🇰,\U0001f1e9\U0001f1f0,flags,False
🇩🇯,\U0001f1e9\U0001f1ef,flags,False
🇩🇲,\U0001f1e9\U0001f1f2,flags,False
🇩🇴,\U0001f1e9\U0001f1f4,flags,False
🇪🇨,\U0001f1ea\U0001f1e8,flags,False
🇪🇬,\U0001f1ea\U0001f1ec,flags,False
🇸🇻,\U0001f1f8\U0001f1fb,flags,False
🇬🇶,\U0001f1ec\U0001f1f6,flags,False
🇪🇷,\U0001f1ea\U0001f1f7,flags,False
🇪🇪,\U0001f1ea\U0001f1ea,flags,False
🇸🇿,\U0001f1f8\U0001f1ff,flags,False
🇪🇹,\U0001f1ea\U0001f1f9,flags,False
🇪🇺,\U0001f1ea\U0001f1fa,flags,False
🇫🇰,\U0001f1eb\U0001f1f0,flags,False
🇫🇴,\U0001f1eb\U0001f1f4,flags,False
🇫🇯,\U0001f1eb\U0001f1ef,flags,False
🇫🇮,\U0001f1eb\U0001f1ee,flags,False
🇫🇷,\U0001f1eb\U0001f1f7,flags,False
🇬🇫,\U0001f1ec\U0001f1eb,flags,False
🇵🇫,\U0001f1f5\U0001f1eb,flags,False
🇹🇫,\U0001f1f9\U0001f1eb,flags,False
🇬🇦,\U0001f1ec\U0001f1e6,flags,False
🇬🇲,\U0001f1ec\U0001f1f2,flags,False
🇬🇪,\U0001f1ec\U0001f1ea,flags,False
🇩🇪,\U0001f1e9\U0001f1ea,flags,False
🇬🇭,\U0001f1ec\U0001f1ed,flags,False
🇬🇮,\U0001f1ec\U0001f1ee,flags,False
🇬🇷,\U0001f1ec\U0001f1f7,flags,False
🇬🇱,\U0001f1ec\U0001f1f1,flags,False
🇬🇩,\U0001f1ec\U0001f1e9,flags,False
🇬🇵,\U0001f1ec\U0001f1f5,flags,False
🇬🇺,\U0001f1ec\U0001f1fa,flags,False
🇬🇹,\U0001f1ec\U0001f1f9,flags,False
🇬🇬,\U0001f1ec\U0001f1ec,flags,False
🇬🇳,\U0001f1ec\U0001f1f3,flags,False
🇬🇼,\U0001f1ec\U0001f1fc,flags,False
🇬🇾,\U0001f1ec\U0001f1fe,flags,False
🇭🇹,\U0001f1ed\U0001f1f9,flags,False
🇭🇳,\U0001f1ed\U0001f1f3,flags,False
🇭🇰,\U0001f1ed\U0001f1f0,flags,False
🇭🇺,\U0001f1ed\U0001f1fa,flags,False
🇮🇸,\U0001f1ee\U0001f1f8,flags,False
🇮🇳,\U0001f1ee\U0001f1f3,flags,False
🇮🇩,\U0001f1ee\U0001f1e9,flags,False
🇮🇷,\U0001f1ee\U0001f1f7,flags,False
🇮🇶,\U0001f1ee\U0001f1f6,flags,False
🇮🇪,\U0001f1ee\U0001f1ea,flags,False
🇮🇲,\U0001f1ee\U0001f1f2,flags,False
🇮🇱,\U0001f1ee\U0001f1f1,flags,False
🇮🇹,\U0001f1ee\U0001f1f9,flags,False
🇯🇲,\U0001f1ef\U0001f1f2,flags,False
🇯🇵,\U0001f1ef\U0001f1f5,flags,False
🎌,\U0001f38c,flags,False
🇯🇪,\U0001f1ef\U0001f1ea,flags,False
🇯🇴,\U0001f1ef\U0001f1f4,flags,False
🇰🇿,\U0001f1f0\U0001f1ff,flags,False
🇰🇪,\U0001f1f0\U0001f1ea,flags,False
🇰🇮,\U0001f1f0\U0001f1ee,flags,False
🇽🇰,\U0001f1fd\U0001f1f0,flags,False
🇰🇼,\U0001f1f0\U0001f1fc,flags,False
🇰🇬,\U0001f1f0\U0001f1ec,flags,False
🇱🇦,\U0001f1f1\U0001f1e6,flags,False
🇱🇻,\U0001f1f1\U0001f1fb,flags,False
🇱🇧,\U0001f1f1\U0001f1e7,flags,False
🇱🇸,\U0001f1f1\U0001f1f8,flags,False
🇱🇷,\U0001f1f1\U0001f1f7,flags,False
🇱🇾,\U0001f1f1\U0001f1fe,flags,False
🇱🇮,\U0001f1f1\U0001f1ee,flags,False
🇱🇹,\U0001f1f1\U0001f1f9,flags,False
🇱🇺,\U0001f1f1\U0001f1fa,flags,False
🇲🇴,\U0001f1f2\U0001f1f4,flags,False
🇲🇬,\U0001f1f2\U0001f1ec,flags,False
🇲🇼,\U0001f1f2\U0001f1fc,flags,False
🇲🇾,\U0001f1f2\U0001f1fe,flags,False
🇲🇻,\U0001f1f2\U0001f1fb,flags,False
🇲🇱,\U0001f1f2\U0001f1f1,flags,False
🇲🇹,\U0001f1f2\U0001f1f9,flags,False
🇲🇭,\U0001f1f2\U0001f1ed,flags,False
🇲🇶,\U0001f1f2\U0001f1f6,flags,False
🇲🇷,\U0001f1f2\U0001f1f7,flags,False
🇲🇺,\U0001f1f2\U0001f1fa,flags,False
🇾🇹,\U0001f1fe\U0001f1f9,flags,False
🇲🇽,\U0001f1f2\U0001f1fd,flags,False
🇫🇲,\U0001f1eb\U0001f1f2,flags,False
🇲🇩,\U0001f1f2\U0001f1e9,flags,False
🇲🇨,\U0001f1f2\U0001f1e8,flags,False
🇲🇳,\U0001f1f2\U0001f1f3,flags,False
🇲🇪,\U0001f1f2\U0001f1ea,flags,False
🇲🇸,\U0001f1f2\U0001f1f8,flags,False
🇲🇦,\U0001f1f2\U0001f1e6,flags,False
🇲🇿,\U0001f1f2\U0001f1ff,flags,False
🇲🇲,\U0001f1f2\U0001f1f2,flags,False
🇳🇦,\U0001f1f3\U0001f1e6,flags,False
🇳🇷,\U0001f1f3\U0001f1f7,flags,False
🇳🇵,\U0001f1f3\U0001f1f5,flags,False
🇳🇱,\U0001f1f3\U0001f1f1,flags,False
🇳🇨,\U0001f1f3\U0001f1e8,flags,False
🇳🇿,\U0001f1f3\U0001f1ff,flags,False
🇳🇮,\U0001f1f3\U0001f1ee,flags,False
🇳🇪,\U0001f1f3\U0001f1ea,flags,False
🇳🇬,\U0001f1f3\U0001f1ec,flags,False
🇳🇺,\U0001f1f3\U0001f1fa,flags,False
🇳🇫,\U0001f1f3\U0001f1eb,flags,False
🇰🇵,\U0001f1f0\U0001f1f5,flags,False
🇲🇰,\U0001f1f2\U0001f1f0,flags,False
🇲🇵,\U0001f1f2\U0001f1f5,flags,False
🇳🇴,\U0001f1f3\U0001f1f4,flags,False
🇴🇲,\U0001f1f4\U0001f1f2,flags,False
🇵🇰,\U0001f1f5\U0001f1f0,flags,False
🇵🇼,\U0001f1f5\U0001f1fc,flags,False
🇵🇸,\U0001f1f5\U0001f1f8,flags,False
🇵🇦,\U0001f1f5\U0001f1e6,flags,False
🇵🇬,\U0001f1f5\U0001f1ec,flags,False
🇵🇾,\U0001f1f5\U0001f1fe,flags,False
🇵🇪,\U0001f1f5\U0001f1ea,flags,False
🇵🇭,\U0001f1f5\U0001f1ed,flags,False
🇵🇳,\U0001f1f5\U0001f1f3,flags,False
🇵🇱,\U0001f1f5\U0001f1f1,flags,False
🇵🇹,\U0001f1f5\U0001f1f9,flags,False
🇵🇷,\U0001f1f5\U0001f1f7,flags,False
🇶🇦,\U0001f1f6\U0001f1e6,flags,False
🇷🇪,\U0001f1f7\U0001f1ea,flags,False
🇷🇴,\U0001f1f7\U0001f1f4,flags,False
🇷🇺,\U0001f1f7\U0001f1fa,flags,False
🇷🇼,\U0001f1f7\U0001f1fc,flags,False
🇼🇸,\U0001f1fc\U0001f1f8,flags,False
🇸🇲,\U0001f1f8\U0001f1f2,flags,False
🇸🇹,\U0001f1f8\U0001f1f9,flags,False
🇸🇦,\U0001f1f8\U0001f1e6,flags,False
🇸🇳,\U0001f1f8\U0001f1f3,flags,False
🇷🇸,\U0001f1f7\U0001f1f8,flags,False
🇸🇨,\U0001f1f8\U0001f1e8,flags,False
🇸🇱,\U0001f1f8\U0001f1f1,flags,False
🇸🇬,\U0001f1f8\U0001f1ec,flags,False
🇸🇽,\U0001f1f8\U0001f1fd,flags,False
🇸🇰,\U0001f1f8\U0001f1f0,flags,False
🇸🇮,\U0001f1f8\U0001f1ee,flags,False
🇬🇸,\U0001f1ec\U0001f1f8,flags,False
🇸🇧,\U0001f1f8\U0001f1e7,flags,False
🇸🇴,\U0001f1f8\U0001f1f4,flags,False
🇿🇦,\U0001f1ff\U0001f1e6,flags,False
🇰🇷,\U0001f1f0\U0001f1f7,flags,False
🇸🇸,\U0001f1f8\U0001f1f8,flags,False
🇪🇸,\U0001f1ea\U0001f1f8,flags,False
🇱🇰,\U0001f1f1\U0001f1f0,flags,False
🇧🇱,\U0001f1e7\U0001f1f1,flags,False
🇸🇭,\U0001f1f8\U0001f1ed,flags,False
🇰🇳,\U0001f1f0\U0001f1f3,flags,False
🇱🇨,\U0001f1f1\U0001f1e8,flags,False
🇵🇲,\U0001f1f5\U0001f1f2,flags,False
🇻🇨,\U0001f1fb\U0001f1e8,flags,False
🇸🇩,\U0001f1f8\U0001f1e9,flags,False
🇸🇷,\U0001f1f8\U0001f1f7,flags,False
🇸🇪,\U0001f1f8\U0001f1ea,flags,False
🇨🇭,\U0001f1e8\U0001f1ed,flags,False
🇸🇾,\U0001f1f8\U0001f1fe,flags,False
🇹🇼,\U0001f1f9\U0001f1fc,flags,False
🇹🇯,\U0001f1f9\U0001f1ef,flags,False
🇹🇿,\U0001f1f9\U0001f1ff,flags,False
🇹🇭,\U0001f1f9\U0001f1ed,flags,False
🇹🇱,\U0001f1f9\U0001f1f1,flags,False
🇹🇬,\U0001f1f9\U0001f1ec,flags,False
🇹🇰,\U0001f1f9\U0001f1f0,flags,False
🇹🇴,\U0001f1f9\U0001f1f4,flags,False
🇹🇹,\U0001f1f9\U0001f1f9,flags,False
🇹🇳,\U0001f1f9\U0001f1f3,flags,False
🇹🇷,\U0001f1f9\U0001f1f7,flags,False
🇹🇲,\U0001f1f9\U0001f1f2,flags,False
🇹🇨,\U0001f1f9\U0001f1e8,flags,False
🇹🇻,\U0001f1f9\U0001f1fb,flags,False
🇻🇮,\U0001f1fb\U0001f1ee,flags,False
🇺🇬,\U0001f1fa\U0001f1ec,flags,False
🇺🇦,\U0001f1fa\U0001f1e6,flags,False
🇦🇪,\U0001f1e6\U0001f1ea,flags,False
🇬🇧,\U0001f1ec\U0001f1e7,flags,False
🏴󠁧󠁢󠁥󠁮󠁧󠁿,\U0001f3f4\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f,flags,False
🏴󠁧󠁢󠁳󠁣󠁴󠁿,\U0001f3f4\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f,flags,False
🏴󠁧󠁢󠁷󠁬󠁳󠁿,\U0001f3f4\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f,flags,False
🇺🇸,\U0001f1fa\U0001f1f8,flags,False
🏴󠁵󠁳󠁴󠁸󠁿,\U0001f3f4\U000e0075\U000e0073\U000e0074\U000e0078\U000e007f,flags,False
🇺🇾,\U0001f1fa\U0001f1fe,flags,False
🇺🇿,\U0001f1fa\U0001f1ff,flags,False
🇻🇺,\U0001f1fb\U0001f1fa,flags,False
🇻🇦,\U0001f1fb\U0001f1e6,flags,False
🇻🇪,\U0001f1fb\U0001f1ea,flags,False
🇻🇳,\U0001f1fb\U0001f1f3,flags,False
🇼🇫,\U0001f1fc\U0001f1eb,flags,False
🇪🇭,\U0001f1ea\U0001f1ed,flags,False
🇾🇪,\U0001f1fe\U0001f1ea,flags,False
🇿🇲,\U0001f1ff\U0001f1f2,flags,False
🇿🇼,\U0001f1ff\U0001f1fc,flags,False
